Gene,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,P value,Q value (Benjamini-Hochberg corrected P value),CV,MZ,PV,Zone
Stradb,0.211560236,0.210728245,0.191794101,0.204519813,0.206371441,0.188307125,0.194090351,0.191727148,0.185714337,0.000221245,0.001014968,0.211144241,0.19774812,0.190510612,CV
Wnt5b,0.131812922,0.130169462,0.129951889,0.119238594,0.12887813,0.120846259,0.128314841,0.142939531,0.143968442,0.000221216,0.001014968,0.130991192,0.124728718,0.138407605,PV
Fkbp5,0.361786602,0.385089636,0.392447993,0.387475375,0.399145424,0.400495612,0.390216928,0.38671128,0.365661717,0.000227762,0.001043194,0.373438119,0.394891101,0.380863308,MZ
Ift46,0.28206439,0.359913141,0.280192005,0.320845168,0.277071861,0.277360676,0.266963828,0.272165611,0.256445947,0.000230829,0.001056867,0.320988766,0.288867428,0.265191795,CV
Tusc2,0.363572452,0.355017424,0.352327829,0.37564314,0.339502593,0.367260903,0.348560203,0.352886203,0.35669102,0.000232717,0.001064001,0.359294938,0.358683616,0.352712475,CV
Ppcs,0.342419402,0.3464888,0.333725037,0.333868018,0.356752449,0.34127975,0.332525784,0.338186258,0.338544045,0.000241214,0.001100316,0.344454101,0.341406314,0.336418696,CV
Hsd3b2,0.114332978,0.111487432,0.106630516,0.116302765,0.1111318,0.11054557,0.115480283,0.104372249,0.096165224,0.000243565,0.00111006,0.112910205,0.111152663,0.105339252,CV
Hikeshi,0.214875674,0.213631069,0.207513079,0.210640504,0.202749741,0.195973067,0.204987812,0.202551179,0.199468628,0.000246171,0.001121742,0.214253372,0.204219098,0.202335873,CV
Nlrp6,0.702890971,0.700620303,0.699216711,0.71856058,0.720192431,0.70870933,0.686682995,0.705626093,0.661724952,0.00025191,0.001146072,0.701755637,0.711669763,0.684678013,MZ
Shtn1,0.158312019,0.150666338,0.154986609,0.167830148,0.17348991,0.175082688,0.165169717,0.178921486,0.183351103,0.0002523,0.001147237,0.154489179,0.167847339,0.175814102,PV
Lin7a,0.094663514,0.088453266,0.09004913,0.09136539,0.080396987,0.085312354,0.074771177,0.087030423,0.080919796,0.000254334,0.001156082,0.09155839,0.086780965,0.080907132,CV
Abca8a,0.849107011,0.880119023,0.890431601,0.901963313,0.877809761,0.907046407,0.893421569,0.929276012,0.93359259,0.000255263,0.001159928,0.864613017,0.894312771,0.91876339,PV
Abca1,1.005088528,0.977996896,0.9888273,1.001208977,0.988751482,1.013806134,1.016283952,1.031984961,1.020765028,0.000259107,0.001174877,0.991542712,0.998148473,1.023011314,PV
Cox8a,2.692814276,2.754305665,2.914829886,2.962545694,3.027027675,2.932105357,2.836126466,2.784689603,2.781165181,0.000263244,0.0011928,2.723559971,2.959127153,2.800660417,MZ
Mtss1,1.204840527,1.22428802,1.311841328,1.310285483,1.353417361,1.272699722,1.289468013,1.271704171,1.268635978,0.000272939,0.001233267,1.214564274,1.312060974,1.276602721,MZ
Srp68,0.250534016,0.229950756,0.2427403,0.231777772,0.228990339,0.225887312,0.216196671,0.227873966,0.215215361,0.000273408,0.001234954,0.240242386,0.232348931,0.219761999,CV
Atp6v1e1,1.365640541,1.580651751,1.57630578,1.424792125,1.398505201,1.397470601,1.414408674,1.421965761,1.412241265,0.000273502,0.001235162,1.473146146,1.449268427,1.416205233,CV
Rhou,0.446819518,0.442876228,0.649215614,0.471177805,0.472152151,0.486396351,0.48625334,0.499501603,0.485047291,0.000282366,0.00127341,0.444847873,0.51973548,0.490267411,MZ
Nme2,4.146711058,4.184697326,4.132710626,4.209648151,4.142666802,4.318489525,4.182911121,4.164962656,4.187547374,0.00028593,0.00128858,4.165704192,4.200878776,4.178473717,MZ
Bri3,0.317699779,0.305907288,0.391090343,0.305621009,0.320261337,0.320293585,0.323330538,0.327340926,0.335765353,0.000320178,0.001436154,0.311803534,0.334316569,0.328812272,MZ
Fam187b,0.050186644,0.053752098,0.05199361,0.053654021,0.061888925,0.05840619,0.063520083,0.058299702,0.065287643,0.000320911,0.001438695,0.051969371,0.056485687,0.062369143,PV
Narf,0.19059405,0.18963516,0.188105967,0.18583577,0.177869888,0.180408135,0.184974265,0.168289681,0.167222697,0.000323717,0.001450264,0.190114605,0.18305494,0.173495548,CV
Slc39a4,0.296618976,0.298426814,0.39764905,0.288133423,0.303365014,0.286500698,0.298400525,0.2999944,0.316297677,0.000329902,0.001476436,0.297522895,0.318912046,0.304897534,MZ
Slc35d2,0.326907357,0.339734451,0.32545341,0.34041847,0.352748541,0.32579742,0.342928846,0.35367274,0.359056351,0.000332229,0.001486335,0.333320904,0.33610446,0.351885979,PV
Zfand2b,0.268309333,0.265710788,0.252268274,0.269204776,0.2504454,0.249029976,0.260203875,0.236345015,0.242679791,0.0003355,0.001499671,0.267010061,0.255237107,0.24640956,CV
Mrpl20,1.314754562,1.354809111,1.614739164,1.392097849,1.384218925,1.425013451,1.407980772,1.417577553,1.410079344,0.000336639,0.001504239,1.334781837,1.454017347,1.411879223,MZ
Rarres2,0.203445546,0.221020164,0.227829787,0.225731403,0.227774052,0.237143189,0.221981743,0.223787582,0.235930232,0.000350863,0.001563929,0.212232855,0.229619608,0.227233186,MZ
Sac3d1,0.089490446,0.081247227,0.075045998,0.078366116,0.074567066,0.077633219,0.069987649,0.076791474,0.064716155,0.000351509,0.001566076,0.085368837,0.0764031,0.070498426,CV
Psme4,0.431424505,0.438246729,0.42341763,0.443617592,0.437912842,0.428077804,0.414992502,0.43979791,0.448976428,0.000352322,0.00156943,0.434835617,0.433256467,0.434588947,CV
Tmem63b,0.551927897,0.576939826,0.578178157,0.612649214,0.584079401,0.610047319,0.615754836,0.573225301,0.583211096,0.000352971,0.001572049,0.564433862,0.596238523,0.590730411,MZ
Gcgr,2.764673718,2.921398576,2.81852495,2.82424109,2.747739652,2.86754676,2.743965087,2.720278227,2.687876797,0.000358463,0.001594582,2.843036147,2.814513113,2.71737337,CV
Prkra,0.136453379,0.134076467,0.13715384,0.141094467,0.132050078,0.135259253,0.12918373,0.131818408,0.130474216,0.000358457,0.001594582,0.135264923,0.13638941,0.130492118,MZ
Gpr146,0.766819276,0.766432287,0.755200699,0.779739765,0.773566304,0.764776728,0.73836831,0.755227743,0.718764415,0.000361664,0.001607716,0.766625782,0.768320874,0.737453489,MZ
Nox4,0.282391892,0.28947868,0.301539303,0.302777281,0.323662374,0.322291482,0.319028616,0.321201114,0.338452076,0.000363174,0.001614149,0.285935286,0.31256761,0.326227269,PV
Cdk5rap1,0.081428434,0.090540819,0.076824389,0.078202078,0.070848934,0.083545377,0.066437074,0.070411172,0.078144805,0.00037288,0.001652449,0.085984627,0.077355195,0.07166435,CV
Nubp2,0.239635794,0.230872396,0.236131122,0.248807999,0.247756075,0.246096793,0.255502186,0.252165694,0.258135734,0.000373256,0.001653831,0.235254095,0.244697997,0.255267871,PV
Adam9,0.287992621,0.27980739,0.280025607,0.291663607,0.283414597,0.283175784,0.308129702,0.304981648,0.31061856,0.000373826,0.001656073,0.283900006,0.284569899,0.30790997,PV
Ropn1l,0.257912689,0.253169509,0.250710192,0.250758614,0.248817855,0.270109262,0.242667322,0.262691056,0.249817627,0.000378233,0.001673588,0.255541099,0.255098981,0.251725335,CV
Ankrd33b,0.117895137,0.126217355,0.121198372,0.139728215,0.132927931,0.125200066,0.136047863,0.131713204,0.142888361,0.000378657,0.001675177,0.122056246,0.129763646,0.136883143,PV
Babam1,0.611321179,0.606692337,0.60579633,0.615849607,0.614377953,0.607946457,0.611269728,0.573784533,0.592175024,0.000395257,0.001745923,0.609006758,0.610992587,0.592409762,MZ
Zfp707,0.16270191,0.181427357,0.182317416,0.190234443,0.177085257,0.191348733,0.193363109,0.192727512,0.186476714,0.00039559,0.001747093,0.172064634,0.185246462,0.190855778,PV
Clptm1l,0.940322256,0.912994607,0.915921734,0.880046184,0.898430756,0.946204905,0.903102888,0.906559996,0.912732617,0.000401336,0.001770653,0.926658432,0.910150895,0.907465167,CV
Magix,0.07217181,0.074357853,0.069519281,0.069728283,0.073898153,0.065780269,0.05991874,0.059210968,0.063563067,0.000406274,0.001790296,0.073264832,0.069731497,0.060897592,CV
Tmem37,2.120889853,2.260780729,2.130924192,2.149645254,2.126585063,2.169902664,2.16988196,2.119905444,2.078015373,0.000413301,0.00182033,2.190835291,2.144264293,2.122600926,CV
Immp1l,0.431232482,0.431147197,0.413412185,0.421991868,0.422737894,0.42581631,0.433596624,0.417772737,0.397952323,0.000414806,0.001826021,0.43118984,0.420989564,0.416440561,CV
Tfr2,3.112992029,3.146540749,3.12804146,3.044311591,3.054872556,3.021493636,3.085539488,3.034439671,3.055849095,0.00041826,0.001839974,3.129766389,3.062179811,3.058609418,CV
Uqcc2,0.930010889,0.935076212,1.054312132,0.918534738,0.983153591,0.984471095,0.982839187,0.951483507,0.983104912,0.000423528,0.001861246,0.932543551,0.985117889,0.972475869,MZ
Wbp1l,1.223137003,1.213117025,1.328527918,1.259499267,1.23939205,1.238197729,1.243318714,1.234373399,1.245089438,0.000424713,0.001865498,1.218127014,1.266404241,1.240927184,MZ
Ubxn6,0.590700999,0.57112081,0.536435956,0.568183777,0.592763328,0.592740556,0.577386871,0.568400547,0.578785716,0.000432948,0.001898764,0.580910905,0.572530904,0.574857711,CV
Ipp,0.076970535,0.075655818,0.07293433,0.072231158,0.073319877,0.073250033,0.070602958,0.075353548,0.068445131,0.000439594,0.001924641,0.076313177,0.07293385,0.071467212,CV
Nmd3,0.306149573,0.303079686,0.290105394,0.284590918,0.291952614,0.293467473,0.288034212,0.289366893,0.280673051,0.000441079,0.001930489,0.30461463,0.2900291,0.286024719,CV
Sec24c,0.400514559,0.397112001,0.380902776,0.414849286,0.436389511,0.406734011,0.39107827,0.421281936,0.411496532,0.000445827,0.001948296,0.39881328,0.409718896,0.407952246,MZ
Mrpl21,0.303543926,0.262178894,0.281489609,0.293116501,0.27723837,0.267053925,0.272453685,0.273297705,0.272357137,0.000452664,0.001976833,0.28286141,0.279724601,0.272702842,CV
Sec13,0.5254987,0.506557923,0.486331162,0.494410969,0.501277772,0.497181962,0.525741809,0.520570776,0.497489932,0.000456425,0.001992585,0.516028312,0.494800466,0.514600839,CV
Trit1,0.118996451,0.119133965,0.113589045,0.106784393,0.108773171,0.112076356,0.109162199,0.118747117,0.117657959,0.000459504,0.002005009,0.119065208,0.110305741,0.115189092,CV
Cys1,0.055991325,0.055506292,0.056529341,0.053497716,0.048808329,0.054819242,0.057802311,0.060612518,0.056793253,0.00046006,0.002006757,0.055748809,0.053413657,0.058402694,PV
Prss36,0.0384368,0.043359604,0.037281347,0.03942667,0.036914152,0.039330644,0.034526216,0.033683033,0.032842772,0.000465453,0.00202891,0.040898202,0.038238203,0.033684007,CV
Rab1b,0.660265059,0.667877184,0.668466383,0.679981511,0.678901743,0.663738857,0.70630607,0.697319342,0.696105916,0.000470359,0.002049949,0.664071122,0.672772124,0.699910443,PV
Ido2,0.78855933,0.775951006,0.868599227,0.838922905,0.781264498,0.788884662,0.808195092,0.817919534,0.809687811,0.000477251,0.002077881,0.782255168,0.819417823,0.811934146,MZ
Fbxo22,0.383352555,0.401031378,0.376780079,0.385074771,0.38288332,0.414963947,0.39748297,0.415552237,0.406222066,0.000480472,0.002090143,0.392191967,0.389925529,0.406419091,PV
Fahd1,0.630740667,0.653307351,0.645576282,0.686291358,0.679930356,0.682169545,0.688077275,0.674749335,0.631185694,0.000485269,0.002107813,0.642024009,0.673491885,0.664670768,MZ
Oxld1,0.165265642,0.149489947,0.2092761,0.169074078,0.157342646,0.154980123,0.154248596,0.139564574,0.141178491,0.000500588,0.002172162,0.157377795,0.172668237,0.14499722,MZ
Hs6st1,0.852850568,0.891264199,0.895812315,0.918950822,0.887018871,0.918476628,0.881974256,0.895124254,0.867214484,0.000506078,0.002194137,0.872057384,0.905064659,0.881437665,MZ
Slc23a1,0.270121599,0.302457747,0.302570461,0.296580723,0.295428942,0.287124542,0.288405284,0.303803547,0.287309066,0.000506229,0.002194423,0.286289673,0.295426167,0.293172632,MZ
Fam173a,0.878162953,0.859954847,0.842420204,0.859022357,0.858823408,0.84356082,0.871543343,0.875439279,0.879069551,0.000506329,0.002194489,0.8690589,0.850956697,0.875350724,PV
Odc1,0.116876199,0.108768654,0.115710016,0.109473534,0.12764048,0.120273421,0.13403836,0.12752031,0.134681679,0.000506785,0.002196098,0.112822427,0.118274363,0.132080116,PV
Sec22b,0.416404534,0.420300895,0.421081109,0.42979782,0.421274438,0.429421639,0.432153112,0.429359477,0.451443582,0.000532995,0.002303102,0.418352715,0.425393752,0.437652057,PV
Pex26,0.119805995,0.127075265,0.124141183,0.119850622,0.116457535,0.113691257,0.113479647,0.106850806,0.109849697,0.000552356,0.002382376,0.12344063,0.118535149,0.11006005,CV
Sem1,3.075329275,3.107672685,3.089183968,3.13655608,3.111462606,3.088181936,3.050984527,3.047142721,3.043428875,0.000558604,0.002408517,3.09150098,3.106346148,3.047185374,MZ
Mthfd1,1.675891481,1.651185344,1.645093735,1.687035637,1.688069286,1.654301862,1.617710503,1.652767636,1.655191901,0.000567461,0.002445481,1.663538413,1.66862513,1.641890013,MZ
Dhtkd1,0.323944584,0.25198024,0.259888169,0.244483084,0.247399609,0.242496464,0.235795658,0.244637874,0.240958702,0.000586328,0.002519639,0.287962412,0.248566832,0.240464078,CV
Ssu72,0.744935133,0.743759289,0.717965105,0.750641247,0.758206352,0.728920817,0.744102597,0.749377981,0.718863223,0.000597486,0.002564938,0.744347211,0.73893338,0.737447934,CV
Spcs1,0.912384202,0.912217136,0.876479943,0.885144401,0.888518327,0.892109734,0.900093671,0.900376794,0.881087495,0.000610053,0.002616365,0.912300669,0.885563101,0.893852653,CV
Wwc1,0.361140559,0.369098114,0.342470137,0.355771763,0.347860882,0.360259874,0.366554332,0.365717381,0.374961217,0.000630344,0.002701145,0.365119337,0.351590664,0.369077643,PV
Malsu1,0.408929953,0.408954063,0.383462472,0.386278455,0.382633943,0.403663057,0.382616078,0.380697774,0.391032988,0.000640646,0.002741651,0.408942008,0.389009482,0.38478228,CV
Msrb2,0.093302411,0.086261043,0.081325469,0.084364935,0.084597917,0.081948348,0.077328953,0.085363757,0.08141481,0.000640996,0.002742693,0.089781727,0.083059167,0.081369173,CV
Mrpl51,0.737942724,0.755393985,0.756863073,0.762439951,0.751241757,0.732762076,0.719869622,0.745593323,0.725019682,0.000654824,0.002799077,0.746668355,0.750826714,0.730160876,MZ
Meiob,0.080303816,0.077007193,0.077894648,0.084686569,0.099950659,0.083457312,0.077591259,0.069690654,0.065150782,0.00066024,0.002819429,0.078655505,0.086497297,0.070810898,MZ
Chchd4,0.213638116,0.20864971,0.215383681,0.216682279,0.22254582,0.22310662,0.230263836,0.22831604,0.245516034,0.000666175,0.002844302,0.211143913,0.2194296,0.234698637,PV
Tmem143,0.117486271,0.11424069,0.112787736,0.1189699,0.117076683,0.12305326,0.110903985,0.113909837,0.100225148,0.00067263,0.002869489,0.115863481,0.117971895,0.108346323,MZ
Mrps14,0.729149775,0.737242607,0.729442738,0.697048666,0.708942102,0.72926564,0.731314976,0.689910187,0.71519179,0.000685407,0.002919655,0.733196191,0.716174787,0.712138984,CV
Hsbp1,0.82680036,0.809237643,0.78920224,0.808035582,0.810071231,0.787302673,0.779691369,0.759652,0.807036486,0.000687679,0.00292788,0.818019002,0.798652932,0.782126618,CV
Rft1,0.097769908,0.088258446,0.081424241,0.090637448,0.087635664,0.094454568,0.084223432,0.0786828,0.078141528,0.000688161,0.002929451,0.093014177,0.08853798,0.080349253,CV
Aifm2,0.209382303,0.228703512,0.195394862,0.198484645,0.197664766,0.198350303,0.189048498,0.196200751,0.19774014,0.000697343,0.002965117,0.219042908,0.197473644,0.194329796,CV
Asic5,0.106132289,0.091512035,0.087663237,0.087101519,0.088238705,0.096628193,0.093521562,0.096959697,0.099401971,0.000700854,0.002978571,0.098822162,0.089907914,0.096627743,CV
Cops3,0.445143328,0.447709951,0.435264653,0.433085765,0.442428849,0.432640083,0.4375104,0.423098941,0.447205051,0.000714421,0.003034732,0.44642664,0.435854838,0.435938131,CV
Opa3,0.166699922,0.159969743,0.15739652,0.164494281,0.154959405,0.15021216,0.15296394,0.142297354,0.152208183,0.000715118,0.003037193,0.163334833,0.156765592,0.149156492,CV
Wdr74,0.151973079,0.152270456,0.14704591,0.15315268,0.15457075,0.157330014,0.144135628,0.150868214,0.143522969,0.000718126,0.003049464,0.152121768,0.153024839,0.146175604,MZ
Tomm70a,0.855417213,0.8680535,0.911433329,0.845049454,0.879740898,0.844123631,0.84731554,0.827906974,0.81261278,0.000720207,0.003057798,0.861735357,0.870086828,0.829278431,MZ
Pycrl,0.250735713,0.240162575,0.234205052,0.242422259,0.230829142,0.236900018,0.234638542,0.224635048,0.223927523,0.000778812,0.003288771,0.245449144,0.236089118,0.227733704,CV
Arfgap3,0.048814497,0.049841408,0.039925595,0.042611498,0.042566988,0.046910345,0.047420722,0.043016975,0.047960817,0.00078666,0.003321368,0.049327953,0.043003607,0.046132838,CV
Ddx1,0.267582047,0.253897053,0.245001532,0.247123364,0.258718116,0.250149751,0.238708048,0.241850514,0.256076778,0.000797432,0.003364646,0.26073955,0.250248191,0.245545113,CV
Mfn2,0.407317136,0.384825715,0.369784363,0.370223914,0.374992536,0.377228178,0.371777005,0.370852599,0.370314516,0.00080464,0.003393395,0.396071426,0.373057248,0.370981373,CV
Nat2,0.141963099,0.140603973,0.131945173,0.135228786,0.131078719,0.129097466,0.128967084,0.125870399,0.127142025,0.000809769,0.003413353,0.141283536,0.131837536,0.127326503,CV
Erlin1,0.502535724,0.538118401,0.548847289,0.543113295,0.531310059,0.531374092,0.590364739,0.536692875,0.520206346,0.000812389,0.003423838,0.520327063,0.538661184,0.549087987,PV
Surf1,0.323691068,0.35085771,0.306321078,0.301514911,0.30162755,0.303736645,0.314480398,0.300106628,0.300725197,0.000816367,0.00343948,0.337274389,0.303300046,0.305104074,CV
Rnf152,0.093082697,0.105226848,0.102907134,0.090846747,0.09613351,0.092518596,0.094455894,0.091887622,0.096755468,0.000822522,0.00346033,0.099154773,0.095601497,0.094366328,CV
Tjp3,0.083811268,0.086335267,0.087662913,0.091198931,0.08056879,0.07821789,0.082170879,0.077080778,0.077587442,0.000844867,0.003549127,0.085073268,0.084412131,0.078946366,CV
Zbtb48,0.077885576,0.07646179,0.092429506,0.078767793,0.088186241,0.078599797,0.088651633,0.089384324,0.081812788,0.000850292,0.003571335,0.077173683,0.084495834,0.086616248,PV
Pex14,0.351031965,0.348696412,0.34516094,0.34547096,0.335666836,0.334515618,0.337351662,0.339818015,0.34063935,0.00085924,0.003608331,0.349864189,0.340203589,0.339269676,CV
Atg101,0.397293436,0.387244631,0.376042167,0.383855766,0.374888537,0.380754712,0.377990464,0.373763984,0.358354696,0.000862988,0.003622306,0.392269034,0.378885296,0.370036381,CV
Mrpl15,0.786326659,0.757291256,0.76124625,0.791412484,0.764642319,0.765092355,0.760748916,0.766839697,0.736472026,0.000865562,0.003632517,0.771808958,0.770598352,0.75468688,CV
Mad2l2,0.191686729,0.188407705,0.19455814,0.187815559,0.187849567,0.177006387,0.167901848,0.172266783,0.175387412,0.000917558,0.003837005,0.190047217,0.186807413,0.171852014,CV
Rtraf,1.14327674,1.159566673,1.128355582,1.153971207,1.159822805,1.168251001,1.183893512,1.154834924,1.139266707,0.000917854,0.003837623,1.151421707,1.152600149,1.159331714,PV
H2afj,0.887718356,0.875128161,0.897503424,0.878354346,0.90425604,0.874181666,0.863059774,0.871465696,0.830786101,0.000938202,0.003920159,0.881423259,0.888573869,0.855103857,MZ
Oaz1,3.298359518,3.362552315,3.243027117,3.30407425,3.292086223,3.28246419,3.213936261,3.228267617,3.154208795,0.000938939,0.003922604,3.330455917,3.280412945,3.198804224,CV
Lgr4,0.417951735,0.424965315,0.441357183,0.459708481,0.484771869,0.463114314,0.465072483,0.45742189,0.479382889,0.00095543,0.003987628,0.421458525,0.462237962,0.467292421,PV
Nme1,1.90770486,1.892709312,1.912189635,1.920166211,1.930058971,1.944420711,1.952139458,1.968382669,1.91020691,0.000957448,0.003994757,1.900207086,1.926708882,1.943576346,PV
Mrpl30,1.167760738,1.202765751,1.195380318,1.166794996,1.162302262,1.173421486,1.177733425,1.147161554,1.139279916,0.000958611,0.003998964,1.185263245,1.174474766,1.154724965,CV
Bloc1s5,0.197704019,0.187407548,0.18058639,0.199505618,0.19849383,0.185350973,0.185567057,0.180910087,0.173525988,0.000970354,0.004044681,0.192555784,0.190984203,0.180001044,CV
Sepsecs,0.222824279,0.223689118,0.210190359,0.234280442,0.22379608,0.220972932,0.204377089,0.212988511,0.218092333,0.000980183,0.004083014,0.223256699,0.222309953,0.211819311,CV
Ssr2,1.253958731,1.254939282,1.278792573,1.267325088,1.277550875,1.276628916,1.314229748,1.314583791,1.257027308,0.00098286,0.004093506,1.254449007,1.275074363,1.295280282,PV
Hmgb3,0.060134429,0.067773239,0.111036822,0.056345661,0.06939462,0.055144642,0.058858997,0.065912715,0.056724375,0.000988407,0.004114616,0.063953834,0.072980436,0.060498696,MZ
Ndufa12,0.972275724,0.96584647,1.018800495,0.989048542,0.973987578,0.985286543,1.023972838,0.993105156,1.005799791,0.001012834,0.004210869,0.969061097,0.99178079,1.007625928,PV
Ptcd2,0.237287147,0.230721981,0.23022056,0.242690992,0.253072149,0.25111634,0.267487146,0.261560603,0.255919821,0.001056218,0.004378548,0.234004564,0.24427501,0.261655857,PV
Scly,0.76715398,0.796598599,0.782130466,0.81468462,0.818635659,0.80543148,0.802181045,0.834685145,0.8131881,0.001056493,0.004378983,0.78187629,0.805220556,0.816684763,PV
Mgmt,0.276123853,0.271916363,0.29727312,0.312590478,0.292424436,0.290032658,0.291244187,0.278753365,0.285027114,0.00106066,0.004394141,0.274020108,0.298080173,0.285008222,MZ
Commd6,0.660267356,0.628731773,0.633834869,0.669422809,0.62177823,0.626025407,0.626702737,0.618241724,0.627568075,0.001063987,0.004406508,0.644499565,0.637765329,0.624170845,CV
Prmt7,0.124628718,0.128223232,0.123037077,0.127120155,0.112987308,0.135973058,0.135665151,0.134723992,0.133660067,0.001070093,0.004429663,0.126425975,0.1247794,0.13468307,PV
Cox20,0.655637192,0.682917948,0.724883634,0.678506189,0.69562249,0.702511075,0.69117187,0.715034419,0.707214408,0.001073526,0.004442451,0.66927757,0.700380847,0.704473566,PV
Memo1,0.312954469,0.310384226,0.3158359,0.298138855,0.299244153,0.296247429,0.309944897,0.304875762,0.294395986,0.00108307,0.004476205,0.311669348,0.302366584,0.303072215,CV
Chchd2,11.04494839,11.10358769,10.99112897,11.12863747,11.15689977,11.19484696,11.12715032,11.11408781,10.88093035,0.001102275,0.004550477,11.07426804,11.11787829,11.04072283,MZ
Lrrc59,0.39361882,0.381102655,0.383203892,0.368455197,0.374454161,0.382122706,0.384734003,0.37830219,0.376017401,0.001106111,0.004564852,0.387360738,0.377058989,0.379684531,CV
Ganab,0.976216475,0.992678624,0.987251142,0.979608033,1.009021994,1.000653383,1.00181199,1.003058752,1.026468715,0.001116278,0.00460166,0.98444755,0.994133638,1.010446486,PV
Myo5b,0.115628935,0.119868927,0.106559467,0.107361987,0.103901325,0.101307996,0.105167571,0.111113822,0.105364217,0.001122018,0.004623107,0.117748931,0.104782694,0.107215203,CV
Mrps12,0.757992885,0.793851067,0.775957131,0.769267521,0.786357979,0.774441966,0.798126906,0.797157084,0.791413594,0.001122954,0.004626227,0.775921976,0.776506149,0.795565861,PV
Acadsb,0.745739033,0.72656843,0.702400143,0.759036799,0.74386119,0.76617462,0.743187953,0.766107219,0.768805188,0.001149657,0.004727936,0.736153732,0.742868188,0.759366787,PV
Mmaa,0.152702841,0.161596204,0.14269649,0.155677268,0.155924561,0.141265015,0.14656918,0.147842748,0.142004283,0.001160565,0.004766717,0.157149523,0.148890834,0.14547207,CV
Kdm1b,0.38028178,0.369480029,0.378822325,0.363874619,0.373448856,0.373337703,0.386963495,0.39552908,0.402651438,0.001186102,0.004867732,0.374880905,0.372370876,0.395048004,PV
Eef1akmt1,0.124618055,0.121903868,0.124310992,0.114586588,0.114336291,0.113102126,0.117886045,0.115906527,0.10557259,0.001186641,0.004869171,0.123260962,0.116583999,0.113121721,CV
Foxred1,0.160484822,0.158820132,0.149073613,0.160427592,0.15861204,0.165381634,0.176233745,0.169675345,0.171490583,0.001205386,0.004941376,0.159652477,0.15837372,0.172466558,PV
Atg2a,0.240968077,0.247514122,0.230489634,0.242227932,0.256933836,0.258799144,0.250674766,0.265668801,0.256363843,0.001206065,0.004942587,0.2442411,0.247112637,0.257569137,PV
Prelid1,1.413198952,1.401850577,1.414345383,1.409878114,1.373644781,1.363111049,1.396467022,1.36060072,1.39691495,0.001209876,0.004957418,1.407524765,1.390244832,1.384660897,CV
Cisd3,0.353828751,0.337344517,0.328640253,0.337350853,0.334608876,0.35177654,0.331797233,0.343477397,0.337082767,0.001232874,0.005040451,0.345586634,0.338094131,0.337452466,CV
Dnase2b,0.181928858,0.211571344,0.198953231,0.207338417,0.188958776,0.193168011,0.198966511,0.1970708,0.194932355,0.001267847,0.005173601,0.196750101,0.197104609,0.196989889,MZ
Aamp,0.833313197,0.858218133,0.845654344,0.876993652,0.819824825,0.861053118,0.817335811,0.843969665,0.853516288,0.001280649,0.005219179,0.845765665,0.850881485,0.838273921,MZ
Pno1,0.32387698,0.312326881,0.298223886,0.300706514,0.29937227,0.307275065,0.31848017,0.299251066,0.326198663,0.00129232,0.005262653,0.318101931,0.301394434,0.3146433,CV
Commd2,0.162323658,0.171030311,0.159784779,0.154190987,0.154674314,0.158400575,0.150552359,0.154237528,0.157769561,0.001304685,0.005310493,0.166676985,0.156762664,0.154186483,CV
Lgals9,2.162786542,2.207394827,2.222321133,2.220866877,2.247710676,2.175352753,2.195595298,2.255508904,2.22760891,0.001312586,0.005339282,2.185090685,2.21656286,2.226237704,PV
Litaf,0.359035182,0.365181483,0.378236698,0.392609506,0.377521528,0.399179013,0.400559675,0.392266403,0.408099109,0.001340216,0.005443097,0.362108333,0.386886686,0.400308396,PV
Cbr4,0.288799183,0.293897317,0.280700825,0.297779662,0.282890443,0.280963846,0.282186629,0.268923865,0.278854773,0.001348639,0.005471283,0.29134825,0.285583694,0.276655089,CV
Pde9a,0.081157286,0.088747279,0.085154994,0.091891195,0.098596666,0.089549502,0.101954622,0.10179225,0.09750798,0.001353309,0.005489367,0.084952283,0.091298089,0.100418284,PV
Gng5,0.440301713,0.434589382,0.4491749,0.426857658,0.441483238,0.422585878,0.436182533,0.431904433,0.428358316,0.001354124,0.005491808,0.437445548,0.435025419,0.432148427,CV
2610528J11Rik,0.076876411,0.072372994,0.070059507,0.073209555,0.065955923,0.066424385,0.075531311,0.063058107,0.070325899,0.001386542,0.005608302,0.074624703,0.068912343,0.069638439,CV
Mtch2,1.372097327,1.380299907,1.371976983,1.384746639,1.423098438,1.425897288,1.372707186,1.363649033,1.369768276,0.001425756,0.005755193,1.376198617,1.401429837,1.368708165,MZ
Mcts2,0.059820613,0.061948759,0.058700214,0.064106247,0.053770262,0.055056215,0.057704583,0.053832121,0.049100586,0.001426776,0.005758412,0.060884686,0.057908235,0.053545763,CV
Lurap1l,0.552524773,0.556474795,0.578497464,0.584154745,0.577432818,0.608402203,0.584958957,0.593118247,0.615547982,0.001431548,0.00577496,0.554499784,0.587121808,0.597875062,PV
Nop16,0.235273095,0.24911151,0.259043227,0.243718358,0.451198848,0.250011101,0.24162037,0.262342556,0.257805546,0.001439792,0.00580459,0.242192303,0.300992884,0.253922824,MZ
Trabd,0.580429071,0.621112717,0.586462298,0.569612808,0.565360226,0.606629713,0.601301319,0.591884955,0.586646759,0.001466795,0.005905155,0.600770894,0.582016261,0.593277678,CV
