Gene,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,P value,Q value (Benjamini-Hochberg corrected P value),CV,MZ,PV,Zone
Fpgs,1.250596535,1.221227624,1.204056836,1.177948303,1.208022163,1.148560222,1.134626086,1.144973476,1.125867667,9.89E-17,9.95E-16,1.23591208,1.184646881,1.135155743,CV
Dcakd,0.103684677,0.106989128,0.109419244,0.118157338,0.113913094,0.147118822,0.130690838,0.134426395,0.135413172,1.01E-16,1.01E-15,0.105336903,0.122152125,0.133510135,PV
Clpx,1.242073738,1.319096892,1.290293264,1.18894401,1.18307565,1.188251886,1.148736588,1.176324731,1.130897,1.10E-16,1.10E-15,1.280585315,1.212641203,1.151986106,CV
Mafg,0.447419419,0.412537104,0.41520389,0.405554851,0.395656415,0.394613663,0.376556654,0.390847621,0.392950897,1.32E-16,1.32E-15,0.429978262,0.402757205,0.386785057,CV
Tmem248,0.449872855,0.468331138,0.482254839,0.486826986,0.496498696,0.522374553,0.526096649,0.521487932,0.531772434,1.39E-16,1.39E-15,0.459101997,0.496988769,0.526452338,PV
Hadhb,1.331359689,1.288365746,1.265593699,1.288267334,1.271176941,1.241741211,1.256955882,1.203047271,1.199160136,1.66E-16,1.66E-15,1.309862718,1.266694796,1.219721096,CV
Clcn7,0.268173134,0.249912204,0.250717014,0.249622211,0.241680476,0.237563001,0.218814817,0.214610723,0.216152522,1.88E-16,1.87E-15,0.259042669,0.244895676,0.216526021,CV
Haao,3.143373219,3.116201365,3.362721985,3.190435999,3.068516554,3.089388656,2.989446072,2.995264338,2.927780839,1.89E-16,1.88E-15,3.129787292,3.177765799,2.970830416,MZ
Uqcrc2,1.642622962,1.696315551,1.606981672,1.679701355,1.717160683,1.731591528,1.729432503,1.734706962,1.734306445,1.97E-16,1.96E-15,1.669469257,1.68385881,1.732815303,PV
Stard10,9.699026229,9.646635513,9.69791238,9.645769125,9.757552127,9.685180161,9.559584332,9.488511949,9.374576195,1.99E-16,1.98E-15,9.672830871,9.696603448,9.474224159,MZ
Gtf2h5,0.773624755,0.757215699,0.812905628,0.724081031,0.69036959,0.712481279,0.696762832,0.686457444,0.690098367,2.34E-16,2.32E-15,0.765420227,0.734959382,0.691106214,CV
Mrps5,0.276477333,0.265700224,0.233976766,0.234103114,0.240539017,0.233060053,0.240083173,0.229408601,0.235285297,2.56E-16,2.55E-15,0.271088779,0.235419738,0.23492569,CV
Gm20498,0.914540787,0.87396457,0.983817496,0.883732678,0.845656969,0.846248194,0.8362231,0.831604015,0.809935728,2.80E-16,2.78E-15,0.894252679,0.889863834,0.825920948,CV
Pgrmc2,0.295549829,0.314341209,0.302379261,0.326603237,0.339199707,0.351614798,0.350105191,0.341775214,0.34607953,2.82E-16,2.80E-15,0.304945519,0.329949251,0.345986645,PV
Nipsnap3b,0.773039424,0.758931508,0.743237541,0.72256638,0.732960472,0.716893291,0.697212744,0.710641799,0.704720985,4.51E-16,4.43E-15,0.765985466,0.728914421,0.704191843,CV
Cyp51,1.551620735,1.544773894,1.496051386,1.509059293,1.461826494,1.451511902,1.425380265,1.492609181,1.453101554,4.55E-16,4.47E-15,1.548197315,1.479612269,1.457030333,CV
F11,0.654117619,0.682906595,0.672483339,0.79136736,0.651022753,0.653830022,0.63880805,0.630344192,0.590428466,5.34E-16,5.24E-15,0.668512107,0.692175869,0.619860236,MZ
Lrp1,2.980177528,2.999948791,2.911358854,3.002332614,2.945853599,2.928417382,2.820729607,2.850854506,2.833360119,5.48E-16,5.37E-15,2.99006316,2.946990612,2.834981411,CV
Serpinf1,5.597886841,5.809417744,5.772127801,5.819901363,5.835815609,5.921270111,5.866938801,5.923809234,5.873183138,5.61E-16,5.49E-15,5.703652293,5.837278721,5.887977058,PV
Afmid,0.265574997,0.278929595,0.278468898,0.26716011,0.252274629,0.243202025,0.245949746,0.247294594,0.245091959,6.04E-16,5.91E-15,0.272252296,0.260276416,0.2461121,CV
Scara5,0.138459476,0.125703888,0.117564584,0.109308952,0.108730776,0.11070909,0.121172717,0.112018083,0.118658337,6.71E-16,6.55E-15,0.132081682,0.111578351,0.117283046,CV
Tmem250-ps,0.270756201,0.383912955,0.29030709,0.315830375,0.327509452,0.318796813,0.338900877,0.336295078,0.324656944,6.92E-16,6.75E-15,0.327334578,0.313110933,0.3332843,PV
Arhgef26,0.305520322,0.300525356,0.312608628,0.304148398,0.291772027,0.292966864,0.292283743,0.268960416,0.26477153,7.12E-16,6.93E-15,0.303022839,0.300373979,0.275338563,CV
Naprt,0.747439428,0.754888499,0.746699125,0.735116762,0.724879502,0.70128615,0.701562915,0.684118714,0.688567186,7.30E-16,7.11E-15,0.751163964,0.726995385,0.691416272,CV
Gk,0.687424328,0.692568544,0.69431609,0.723600864,0.709737831,0.680249237,0.671831411,0.669261,0.63526646,7.40E-16,7.19E-15,0.689996436,0.701976006,0.65878629,MZ
Ceacam1,0.690090895,0.710752589,0.729733596,0.740545221,0.757261856,0.761717968,0.777082975,0.764652048,0.786782301,8.10E-16,7.86E-15,0.700421742,0.74731466,0.776172441,PV
Sdhc,1.559176217,1.615991021,1.533539806,1.574242786,1.633390314,1.624621378,1.620615094,1.646466183,1.667673791,8.79E-16,8.52E-15,1.587583619,1.591448571,1.644918356,PV
Ier3ip1,1.002725873,0.990208288,0.953159503,0.952599307,0.960001199,0.923106716,0.896009451,0.922858181,0.92135691,9.34E-16,9.04E-15,0.996467081,0.947216681,0.913408181,CV
Glod4,0.48184158,0.485158513,0.448515653,0.441678874,0.445047246,0.447716039,0.447983209,0.426747176,0.418801357,1.05E-15,1.02E-14,0.483500047,0.445739453,0.431177247,CV
Syne4,0.004102032,0.004808572,0.005660666,0.007864568,0.007503749,0.008438042,0.011126609,0.012256175,0.013012132,1.06E-15,1.03E-14,0.004455302,0.007366756,0.012131639,PV
Ppp1r3b,0.590318215,0.638158819,0.621862824,0.653564874,0.634553348,0.650858944,0.60980205,0.596767155,0.574992058,1.13E-15,1.09E-14,0.614238517,0.640209998,0.593853754,MZ
Mcfd2,1.848121707,1.810921367,1.914088651,1.88684951,1.866928309,1.883146387,1.900857953,1.92382763,1.96838577,1.36E-15,1.32E-14,1.829521537,1.887753214,1.931023784,PV
Lrtm1,0.085891128,0.100437895,0.171953135,0.115670375,0.11800551,0.098695411,0.09209707,0.086028974,0.074178232,1.44E-15,1.39E-14,0.093164512,0.126081108,0.084101425,MZ
Ugt1a6a,0.022455302,0.021459856,0.01881221,0.017804304,0.01571357,0.012320405,0.013234598,0.013618141,0.014213159,1.48E-15,1.42E-14,0.021957579,0.016162622,0.013688633,CV
Macrod1,0.496286917,0.484524195,0.449438641,0.474903751,0.462633561,0.457454999,0.453662723,0.445891213,0.440639633,1.59E-15,1.53E-14,0.490405556,0.461107738,0.44673119,CV
Aldh7a1,2.370155773,2.328940817,2.301831191,2.28452323,2.334514736,2.30897261,2.272095307,2.308680122,2.370550803,1.60E-15,1.53E-14,2.349548295,2.307460442,2.317108744,CV
Ndufs6,4.434449184,4.496309205,4.523499633,4.574931579,4.569286578,4.723117176,4.690347284,4.649918634,4.698604425,1.81E-15,1.74E-14,4.465379195,4.597708742,4.679623448,PV
Atp5j,4.882616335,4.975943879,4.993424648,5.043575116,5.014724843,5.081313366,5.195471501,5.167011295,5.260311956,1.95E-15,1.87E-14,4.929280107,5.033259493,5.207598251,PV
Tmem25,0.215848448,0.235882514,0.242951177,0.252808293,0.270513348,0.268684691,0.256567279,0.273157837,0.285882874,1.98E-15,1.89E-14,0.225865481,0.258739377,0.27186933,PV
Apex1,0.220835321,0.221262512,0.206814329,0.227732615,0.187243145,0.182504308,0.189676655,0.187836491,0.177433124,2.06E-15,1.97E-14,0.221048917,0.201073599,0.18498209,CV
Acp5,1.46359552,1.41471656,1.393603638,1.386566371,1.372117665,1.386348896,1.368705487,1.365646059,1.425362807,2.40E-15,2.29E-14,1.43915604,1.384659143,1.386571451,CV
Fads6,0.260547806,0.255859413,0.251966145,0.254690602,0.246186798,0.239225677,0.23302473,0.245664299,0.230631379,2.62E-15,2.49E-14,0.25820361,0.248017306,0.236440136,CV
Prep,0.249627273,0.228017075,0.219542741,0.230442597,0.221529854,0.212302065,0.20895268,0.208582567,0.208612665,2.69E-15,2.57E-14,0.238822174,0.220954314,0.208715971,CV
Ddo,0.079605449,0.085595279,0.08738278,0.084623047,0.089284334,0.100562379,0.10161349,0.104036,0.107539161,2.97E-15,2.82E-14,0.082600364,0.090463135,0.104396217,PV
Spryd4,0.116418917,0.142580012,0.146907449,0.155102423,0.160000411,0.157437915,0.161222506,0.164150843,0.155094358,3.19E-15,3.03E-14,0.129499465,0.15486205,0.160155902,PV
Arf4,1.241049271,1.258428933,1.287528902,1.296355332,1.317468224,1.319101232,1.361314592,1.364136412,1.364253054,3.70E-15,3.51E-14,1.249739102,1.305113423,1.363234686,PV
Srxn1,0.201565779,0.189892802,0.179685127,0.175810319,0.16147478,0.161676485,0.155955558,0.170856557,0.16733184,4.17E-15,3.95E-14,0.195729291,0.169661678,0.164714652,CV
Mindy1,0.806457638,0.848339117,1.085188124,0.797720732,0.799864796,0.790343221,0.760567823,0.753864291,0.760560693,4.42E-15,4.18E-14,0.827398378,0.868279218,0.758330936,MZ
1300017J02Rik,5.62112427,5.535398461,5.452960182,5.414774534,5.425146479,5.460105416,5.467044948,5.528670927,5.458685283,4.69E-15,4.43E-14,5.578261366,5.438246653,5.484800386,CV
Rgs16,0.083411393,0.078547256,0.07568566,0.069620826,0.068407468,0.073251072,0.064935482,0.070510899,0.063032378,4.73E-15,4.47E-14,0.080979325,0.071741257,0.066159586,CV
Ank,0.242893885,0.240144355,0.234764529,0.228579787,0.217584188,0.221674961,0.208522393,0.218822544,0.222313766,4.93E-15,4.66E-14,0.24151912,0.225650866,0.216552901,CV
Xrcc5,0.127224427,0.136606902,0.11859199,0.122436406,0.108735768,0.112163774,0.10778644,0.097658928,0.108552369,5.03E-15,4.75E-14,0.131915665,0.115481985,0.104665912,CV
Dpm1,0.305190491,0.299253597,0.29076829,0.285951491,0.277122528,0.268130544,0.262637539,0.268447497,0.266877712,5.16E-15,4.87E-14,0.302222044,0.280493213,0.265987583,CV
Nfix,0.28882685,0.27087336,0.267568965,0.261038399,0.262912419,0.257874665,0.245144066,0.257237264,0.24165172,5.25E-15,4.96E-14,0.279850105,0.262348612,0.248011017,CV
Wfdc12,0.000993615,0.001425226,0.0013997,0.002489362,0.004097976,0.002453965,0.004791722,0.005027498,0.008216282,5.41E-15,5.10E-14,0.001209421,0.002610251,0.006011834,PV
Crcp,0.135757095,0.15990506,0.159962486,0.166339653,0.151364136,0.182019564,0.172907589,0.173633411,0.187937359,5.48E-15,5.17E-14,0.147831078,0.16492146,0.178159453,PV
Gstm7,0.333308042,0.3401716,0.330906918,0.332238136,0.373029247,0.321426431,0.30718146,0.304912397,0.296627014,5.60E-15,5.27E-14,0.336739821,0.339400183,0.302906957,MZ
Ghitm,2.070964219,2.00044563,2.024496664,2.029475741,2.030368578,2.093459889,2.126113736,2.082818091,2.097019613,5.74E-15,5.41E-14,2.035704925,2.044450218,2.101983813,PV
L2hgdh,0.281491329,0.277520779,0.279819259,0.262068884,0.281307594,0.251175438,0.250190116,0.247630774,0.254511634,6.09E-15,5.73E-14,0.279506054,0.268592794,0.250777508,CV
Ndufa11,1.471609984,1.496775345,1.510350862,1.521225662,1.537984738,1.589803881,1.558496734,1.537021818,1.597360948,6.86E-15,6.45E-14,1.484192665,1.539841286,1.564293167,PV
Aadat,0.955813982,0.939628357,0.899602232,0.918890952,0.897737555,0.933631955,0.935911444,0.996452338,0.981557323,8.61E-15,8.06E-14,0.94772117,0.912465674,0.971307035,PV
Ndufa8,0.88782076,0.930597597,0.942284511,0.947756663,0.958212951,0.954014219,0.965644724,0.978278723,1.002586353,8.82E-15,8.25E-14,0.909209179,0.950567086,0.982169933,PV
Pacsin3,0.322333858,0.311447846,0.292525061,0.305368051,0.290383557,0.279341761,0.270035305,0.270038328,0.29209157,9.26E-15,8.65E-14,0.316890852,0.291904608,0.277388401,CV
Inca1,0.182414782,0.179004927,0.168777786,0.166583809,0.155725088,0.166965296,0.171914296,0.16330382,0.15770689,1.08E-14,1.01E-13,0.180709855,0.164512995,0.164308335,CV
mt-Nd2,11.08422406,11.65650676,12.19169178,11.76150661,11.80968337,11.72445203,11.59767207,11.43357073,11.32257272,1.14E-14,1.07E-13,11.37036541,11.87183345,11.45127184,MZ
Acot8,0.052893052,0.052275853,0.045202316,0.041895638,0.041106088,0.040736644,0.036828614,0.036570879,0.035770291,1.17E-14,1.09E-13,0.052584453,0.042235172,0.036389928,CV
Prpf19,0.672124474,0.63943273,0.628313054,0.614196604,0.633585473,0.613713124,0.62707754,0.625506824,0.632220483,1.20E-14,1.11E-13,0.655778602,0.622452064,0.628268282,CV
Idh3b,1.441158037,1.437796532,1.350477554,1.475802279,1.458310471,1.48665104,1.482395649,1.510655723,1.520854271,1.21E-14,1.13E-13,1.439477285,1.442810336,1.504635214,PV
C77080,0.445214595,0.419427422,0.411633356,0.418187142,0.38561653,0.407502946,0.400721243,0.407268413,0.405512819,1.44E-14,1.33E-13,0.432321009,0.405734994,0.404500825,CV
Abca8b,0.313973326,0.340218816,0.354951106,0.338169871,0.340261675,0.335202803,0.310305246,0.311495279,0.290044358,1.45E-14,1.34E-13,0.327096071,0.342146364,0.303948294,MZ
Gckr,1.020524173,1.10643846,1.093183535,1.132791199,1.137099924,1.131946691,1.130119446,1.158148019,1.16217577,1.59E-14,1.47E-13,1.063481317,1.123755337,1.150147745,PV
Nedd8,1.142216475,1.165668739,1.116823161,1.086349363,1.087544475,1.082579195,1.119668839,1.071174997,1.0780357,1.59E-14,1.48E-13,1.153942607,1.093324049,1.089626512,CV
Stau1,0.45841883,0.437284799,0.510331361,0.418582772,0.405186692,0.419155767,0.403912338,0.398846736,0.391311728,1.65E-14,1.52E-13,0.447851815,0.438314148,0.398023601,CV
Prelid3b,0.274414252,0.272247182,0.271473922,0.295286369,0.303490398,0.319277321,0.310639461,0.315423557,0.326902913,1.67E-14,1.55E-13,0.273330717,0.297382003,0.31765531,PV
Timm10,0.363834997,0.375139621,0.392137335,0.40217361,0.392216226,0.398797624,0.406362774,0.431853156,0.431104612,1.68E-14,1.55E-13,0.369487309,0.396331199,0.423106847,PV
Aco1,1.887497827,1.849141471,1.842056092,1.802122994,1.790557104,1.751572845,1.775875289,1.776979244,1.755427632,1.78E-14,1.64E-13,1.868319649,1.796577259,1.769427388,CV
Cox19,0.411122983,0.403401155,0.388625906,0.365831184,0.391385887,0.364560627,0.361993895,0.364738773,0.360411009,1.81E-14,1.67E-13,0.407262069,0.377600901,0.362381226,CV
Srr,0.459899911,0.459405583,0.455789673,0.457580717,0.426520405,0.426143146,0.413681002,0.437828406,0.417609079,1.92E-14,1.77E-13,0.459652747,0.441508485,0.423039496,CV
Ubqln1,1.827366818,1.756796748,1.800695116,1.794072822,1.78968233,1.686302194,1.687229358,1.67619316,1.663214502,2.03E-14,1.87E-13,1.792081783,1.767688116,1.675545673,CV
Prps1,0.194347361,0.215092853,0.201845021,0.203934644,0.21875055,0.22952118,0.240630854,0.245574113,0.240974495,2.02E-14,1.87E-13,0.204720107,0.213512849,0.242393154,PV
Aspdh,0.633471172,0.662253574,0.687005048,0.716962161,0.712809604,0.72937245,0.735646907,0.704274591,0.729851649,2.26E-14,2.08E-13,0.647862373,0.711537316,0.723257716,PV
Bola2,0.839997762,0.862139196,0.862804732,0.883784755,0.913078748,0.957256655,0.9380062,0.968232018,0.970496668,2.30E-14,2.12E-13,0.851068479,0.904231223,0.958911629,PV
Bccip,0.533311987,0.524821217,0.525737301,0.506623537,0.516007071,0.505644124,0.490757486,0.483415265,0.487917969,3.05E-14,2.79E-13,0.529066602,0.513503008,0.487363573,CV
Arsa,0.130447002,0.117261336,0.119232281,0.116644242,0.122979367,0.125251719,0.134233316,0.148748144,0.147519865,3.15E-14,2.88E-13,0.123854169,0.121026902,0.143500442,PV
C130074G19Rik,0.41360199,0.410294466,0.440486293,0.447925905,0.436062413,0.481696863,0.439333727,0.477183152,0.461351337,3.25E-14,2.97E-13,0.411948228,0.451542869,0.459289405,PV
Dus1l,0.510557973,0.514831195,0.471949073,0.49934398,0.51087855,0.482386717,0.462898145,0.469926878,0.452288867,3.59E-14,3.27E-13,0.512694584,0.49113958,0.46170463,CV
Baiap2,0.246399839,0.258565328,0.28935739,0.291095181,0.301239735,0.304395585,0.300486729,0.299604529,0.291171326,3.65E-14,3.32E-13,0.252482584,0.296521973,0.297087528,PV
Stxbp6,0.073995781,0.061826891,0.071857903,0.080073157,0.079869099,0.084959001,0.089427646,0.083093867,0.085331353,3.68E-14,3.35E-13,0.067911336,0.07918979,0.085950955,PV
Gatb,0.257415378,0.246932214,0.243412581,0.24895466,0.23313883,0.228320215,0.218858828,0.214586277,0.217345649,3.82E-14,3.48E-13,0.252173796,0.238456572,0.216930251,CV
Epb41l4b,0.499015025,0.511266755,0.475657839,0.49119635,0.471121071,0.484688192,0.454923787,0.46484815,0.447670927,4.23E-14,3.84E-13,0.50514089,0.480665863,0.455814288,CV
C1qbp,0.81297957,0.811697643,0.787046799,0.789651951,0.769306222,0.754080698,0.770656157,0.789330667,0.797075256,4.30E-14,3.90E-13,0.812338607,0.775021418,0.78568736,CV
Cox18,0.105984163,0.106891158,0.097592475,0.094174393,0.085148862,0.089366117,0.084550029,0.090753067,0.084841998,4.48E-14,4.06E-13,0.106437661,0.091570462,0.086715031,CV
Dap,2.121224153,2.101507751,2.055782493,2.064872813,2.047329767,2.069614524,2.110983173,2.07075164,2.163971321,4.60E-14,4.17E-13,2.111365952,2.059399899,2.115235378,PV
Adi1,1.222477601,1.262984931,1.214671342,1.221824067,1.257625876,1.184401987,1.192808446,1.175665647,1.131584389,4.95E-14,4.49E-13,1.242731266,1.219630818,1.166686161,CV
Gabbr2,0.164447956,0.179815675,0.178819789,0.182651173,0.162383873,0.174484756,0.155030693,0.154493104,0.147641878,4.98E-14,4.51E-13,0.172131816,0.174584898,0.152388558,MZ
Itpa,0.342598897,0.319971734,0.30510275,0.296972448,0.302164449,0.293571067,0.294100932,0.301473401,0.277849185,5.23E-14,4.74E-13,0.331285316,0.299452679,0.291141173,CV
Pqlc1,0.683420244,0.70863326,0.69414986,0.719692159,0.723003685,0.729065852,0.745050271,0.734515207,0.769403769,5.49E-14,4.97E-13,0.696026752,0.716477889,0.749656416,PV
Ufd1,0.257980587,0.243436617,0.229691301,0.227487141,0.213019113,0.227221182,0.234831506,0.206414354,0.220904894,5.84E-14,5.27E-13,0.250708602,0.224354684,0.220716918,CV
Psmg3,0.310813219,0.293641811,0.3062221,0.287172839,0.284714764,0.285320877,0.282236903,0.272221741,0.257505408,5.92E-14,5.34E-13,0.302227515,0.290857645,0.270654684,CV
Rad23b,1.125923189,1.090641028,1.069974554,1.075183646,1.048069814,1.027112944,1.038603679,1.040674286,1.010489549,6.78E-14,6.11E-13,1.108282109,1.05508524,1.029922505,CV
Gsto1,0.702769752,0.722224168,0.964851551,0.699382744,0.730640949,0.734201653,0.764513172,0.762557135,0.755566699,7.87E-14,7.06E-13,0.71249696,0.782269224,0.760879002,MZ
Pbld1,0.922882281,0.941417174,0.908250913,0.951760685,0.916050204,0.96398229,0.981546658,0.95847441,1.00339962,8.45E-14,7.58E-13,0.932149728,0.935011023,0.981140229,PV
1110032A03Rik,0.3030988,0.308143112,0.275565727,0.280297098,0.272354125,0.276039131,0.266741101,0.257066756,0.256307686,8.92E-14,7.99E-13,0.305620956,0.27606402,0.260038514,CV
Rmnd1,0.234262788,0.223544297,0.209918066,0.203285073,0.232496034,0.202915287,0.204338756,0.195995185,0.196648339,9.34E-14,8.36E-13,0.228903543,0.212153615,0.198994093,CV
Mrpl27,0.443291582,0.428188439,0.433834583,0.44198242,0.415552062,0.415942833,0.421290126,0.40225112,0.391536047,9.75E-14,8.72E-13,0.435740011,0.426827975,0.405025764,CV
Tmem42,0.096712883,0.098725865,0.09183583,0.086352283,0.086933508,0.081387156,0.077456145,0.082276051,0.07526063,9.91E-14,8.85E-13,0.097719374,0.086627194,0.078330942,CV
Adh4,0.473236827,0.496218042,0.518689158,0.551505297,0.526922247,0.518735178,0.49194659,0.481357143,0.473213465,1.02E-13,9.08E-13,0.484727435,0.52896297,0.482172399,MZ
Grpel1,1.79758072,1.766408681,1.7646823,1.723328399,1.692168068,1.743484397,1.706740674,1.692631203,1.688380379,1.02E-13,9.14E-13,1.781994701,1.730915791,1.695917419,CV
Camk2b,0.37066278,0.407450909,0.421859511,0.432038563,0.423142876,0.433955113,0.423964069,0.449429335,0.443296672,1.08E-13,9.59E-13,0.389056845,0.427749016,0.438896692,PV
Pcsk4,0.18086048,0.161403965,0.223911559,0.154127039,0.144253382,0.145396551,0.144138662,0.138427441,0.151027659,1.13E-13,1.00E-12,0.171132223,0.166922133,0.144531254,CV
Dnajb9,0.599131611,0.593993107,0.588426192,0.594818845,0.602051585,0.626887946,0.638409775,0.647541346,0.625717288,1.19E-13,1.06E-12,0.596562359,0.603046142,0.637222803,PV
Sod2,2.466383356,2.453741376,2.402555183,2.466895728,2.44236757,2.528995442,2.499059014,2.51665362,2.491074894,1.21E-13,1.08E-12,2.460062366,2.460203481,2.502262509,PV
Krt18,1.069487847,1.020142173,1.020866774,1.01700424,1.021823789,1.062400145,1.03799721,1.065825295,1.088402461,1.30E-13,1.15E-12,1.04481501,1.030523737,1.064074989,PV
Cryz,0.61384368,0.610765876,0.555101815,0.553272009,0.550365433,0.569118167,0.551169126,0.553024662,0.553858604,1.39E-13,1.23E-12,0.612304778,0.556964356,0.552684131,CV
F12,4.118860949,4.144883549,4.028085968,4.040365415,4.041157885,4.043988832,4.047606726,4.122612839,4.131587374,1.54E-13,1.36E-12,4.131872249,4.038399525,4.100602313,CV
Eif2d,0.239882799,0.234906366,0.212741181,0.222554285,0.205807881,0.217573973,0.210213891,0.211104548,0.197946319,1.66E-13,1.47E-12,0.237394583,0.21466933,0.206421586,CV
Fndc4,0.309910673,0.340479687,0.327575152,0.330684507,0.346339052,0.360575024,0.358051789,0.370483558,0.365786584,1.68E-13,1.49E-12,0.32519518,0.341293434,0.364773977,PV
Ift20,1.223098098,1.207230404,1.132815216,1.179114112,1.171085157,1.164109134,1.174452505,1.133778783,1.138206453,1.71E-13,1.52E-12,1.215164251,1.161780905,1.14881258,CV
