"","zone_1","zone_2","zone_3"
"Auts2",0,NA,0
"Gm15627",0,NA,0
"Gatsl2",0,0,0
"Rcc1l",0,0,0
"Gtf2ird2",0,0,0
"Ncf1",0,0,0
"Gtf2i",0,0,0.0118660166562315
"Gtf2ird1",0,0,0
"Clip2",0,NA,0
"Rfc2",0,0,0
"Lat2",0,0,0
"Eif4h",0,0,0
"Limk1",0,0,0
"Gm10369",0,NA,0
"Eln",0,0,0
"Mettl27",0,0,0.0164099348339326
"Cldn4",0,NA,0
"Cldn3",0,0,0
"Abhd11",0,0,0
"Stx1a",0,NA,0
"Bud23",0,0,0
"Dnajc30",0,0,0
"Vps37d",0,NA,0
"Mlxipl",0,0,0.0395352768677951
"Tbl2",0,0,0
"Bcl7b",0,0,0
"Baz1b",0,0,0
"Fzd9",0,NA,0
"Nsun5",0,0,0
"Pom121",0,0,0
"Hip1",0,0,0
"Ccl24",0,0,0
"Rhbdd2",0,0,0
"Por",0,0,0.336643338586517
"Tmem120a",0,0,0
"Styxl1",0,NA,0
"Mdh2",0,0,0
"Hspb1",0,0,0.0886510819407652
"Ywhag",0,0,0
"Ssc4d",0,0,0
"Dtx2",0,0,0
"Rasa4",0,0,0
"Polr2j",0,0,0
"Lrwd1",0,0,0
"Alkbh4",0,0,0
"Orai2",0,NA,0
"Prkrip1",0,0,0
"Sh2b2",0,0,0
"Cux1",0,0,0
"Ift22",0,0,0
"X4933404O12Rik",0,0,0
"Fis1",0,0,0
"Znhit1",0,0,0
"Plod3",0,0,0
"Ap1s1",0,0,0
"Serpine1",0,NA,0
"Trim56",0,0,0
"Ache",0,NA,0
"Ufsp1",0,0,0
"Srrt",0,0,0
"Trip6",0,0,0
"Slc12a9",0,0,0
"Ephb4",0,0,0
"Pop7",0,0,0
"X9130604C24Rik",0,NA,0
"Gigyf1",0,0,0
"Gnb2",0,0,0
"Tfr2",0,0,0.0127182585350018
"Mospd3",0,0,0
"Pcolce",0,0,0
"Gm36266",0,NA,0
"Lrch4",0,NA,0
"Gm20605",0,NA,0
"Sap25",0,NA,0
"Agfg2",0,0,0
"Tsc22d4",0,0,0
"Ppp1r35",0,0,0
"Mepce",0,0,0
"Zcwpw1",0,0,0
"Pilra",0,0,0
"Pilrb1",0,0,0
"Pilrb2",0,0,0
"Cyp3a13",0,0,0
"Gjc3",0,0,0
"Azgp1",0,0,0
"Zkscan1",0,0,0
"Zscan21",0,0,0
"Zfp113",0,0,0
"Cops6",0,0,0.0124602476278769
"Mcm7",0,0,0
"Ap4m1",0,0,0
"Taf6",0,0,0
"Cnpy4",0,0,0
"Mblac1",0,0,0
"Lamtor4",0,0,0.0152652470377329
"BC037034",0,0,0
"X6330418K02Rik",0,0,0
"Gm10874",0,0,0
"Zfp157",0,0,0
"Zfp68",0,0,0
"A430033K04Rik",0,0,0
"Fam20c",0,0,0
"Pdgfa",0,0,0
"X6330403L08Rik",0,NA,0
"Prkar1b",0,NA,0
"Dnaaf5",0,0,0
"Sun1",0,0,0
"Get4",0,0,0
"Adap1",0,NA,0
"Cox19",0,0,0
"X3110082I17Rik",0,0,0
"Gpr146",0,0,0
"C130050O18Rik",0,NA,0
"Gper1",0,NA,0
"Zfand2a",0,0,0
"Micall2",0,0,0
"Ints1",0,0,0
"Mafk",0,0,0
"Tmem184a",0,0,0
"Psmg3",0,0,0.018539820651035
"Mad1l1",0,0,0
"Gm16121",0,NA,0
"Nudt1",0,0,0
"Mrm2",0,0,0
"Snx8",0,0,0
"Eif3b",0,0,0
"Chst12",0,0,0
"Lfng",0,0,0
"Ttyh3",0,0,0
"Iqce",0,0,0
"Brat1",0,0,0
"Amz1",0,NA,0
"Gna12",0,0,0
"Card11",0,NA,0
"Gm16035",0,0,0
"Foxk1",0,0,0
"Ap5z1",0,0,0
"Mmd2",0.0699447788356411,0,0
"Wipi2",0,0,0
"Tnrc18",0,0,0
"Fbxl18",0,0,0
"Actb",0,0,0
"Fscn1",0,0,0
"Rnf216",0,0,0
"Rbak",0,0,0
"Zfp12",0,0,0
"Zfp316",0,0,0
"BC030343",0,NA,0
"E130309D02Rik",0,0,0
"Zdhhc4",0,0,0
"X0610040B10Rik",0,0,0
"Kdelr2",0,0,0
"Daglb",0,0,0
"Rac1",0,0,0
"Fam220a",0,0,0
"Cyth3",0,0,0
"Usp42",0,0,0
"D130017N08Rik",0,NA,0
"Eif2ak1",0,0,0
"Aimp2",0,0,0
"Pms2",0,0,0
"Rsph10b",0,NA,0
"Ccz1",0,0,0
"Lmtk2",0,0,0
"Bhlha15",0,NA,0
"Tecpr1",0,0,0
"X2900089D17Rik",0,0,0
"Bri3",0.0559085880395925,0,0
"Baiap2l1",0,0,0
"Trrap",0,0,0
"Smurf1",0,0,0
"Arpc1a",0,0,0
"Arpc1b",0,0,0
"Pdap1",0,0,0
"Bud31",0,0,0
"Ptcd1",0,0,0
"Cpsf4",0,0,0
"Atp5j2",0,0,0
"Zkscan14",0,0,0
"Zkscan5",0,0,0
"Zfp655",0,0,0
"Cyp3a11",0,0,0.515533987955254
"Cyp3a25",0,0,0.017625021290506
"Cyp3a59",0,0,0
"X1700001J03Rik",0,NA,0
"Rnf6",0,0,0
"Cdk8",0,0,0
"Gpr12",0,NA,0
"Gm34333",0,0,0
"Usp12",0,0,0
"Rpl21",0,0,0.0128329906866545
"Rasl11a",0,0,0
"Gtf3a",0,0,0
"Mtif3",0,0,0
"Lnx2",0,0,0
"Polr1d",0,0,0
"Urad",0,0,0
"Flt3",0,NA,0
"D5Ertd605e",0,NA,0
"Pan3",0,0,0
"Flt1",0,0,0
"Pomp",0,0,0.0325285977406971
"Slc46a3",0.0183353322974586,0,0
"Mtus2",0,0,0
"Slc7a1",0,NA,0
"Ubl3",0,0,0
"X2210417A02Rik",0,0,0
"Katnal1",0,0,0
"Gm15406",0,NA,0
"Gm15409",0,0,0
"X5930430L01Rik",0,0,0
"Gm15408",0,0,0
"Hmgb1",0,0,0
"X5730422E09Rik",0,NA,0
"Uspl1",0,0,0
"Alox5ap",0,0,0
"Hsph1",0,0,0.0176602835423437
"B3glct",0,0,0
"Fry",0,0,0
"Brca2",0,0,0
"N4bp2l1",0,0,0
"Gm43598",0,NA,0
"Gm43597",0,0,0
"N4bp2l2",0,0,0
"Pds5b",0,0,0
"Stard13",0,0,0
"D730045B01Rik",0,0,0
"Rfc3",0,0,0
"Samd9l",0,0,0
"Hepacam2",0,NA,0
"Vps50",0,0,0
"Tfpi2",0,0,0.0147598842861974
"Gngt1",0,0,0
"Gng11",0,0,0
"Bet1",0,0,0
"Col1a2",0,0,0
"Casd1",0,0,0
"Sgce",0,0,0
"Peg10",0,NA,0
"Ppp1r9a",0,0,0
"Pon1",0,0,0.686487375502982
"Pon3",0,0,0.0159731809595601
"Pon2",0,0,0
"Asb4",0,NA,0
"Pdk4",0,0,0
"Slc25a13",0,0,0.0111577537316529
"Gm20619",0,NA,0
"Sem1",0,0,0.0110605518767757
"Sdhaf3",0,0,0
"Asns",0,0,0
"C1galt1",0,0,0
"Mios",0,0,0
"Rpa3",0,0,0
"Umad1",0,0,0
"Glcci1",0,0,0
"Ica1",0,0,0
"Ndufa4",0,0,0
"Phf14",0,0,0
"Thsd7a",0,NA,0
"Tmem106b",0,0,0
"Tmem168",0,0,0
"Bmt2",0,0,0
"X2610001J05Rik",0,0,0
"X1110019D14Rik",0,0,0
"Foxp2",0,0,0
"Mdfic",0,0,0.0108852855511196
"Tfec",0,0,0
"Gm4876",0,NA,0
"Tes",0,0,0
"D830026I12Rik",0,NA,0
"Cav2",0,0,0
"Cav1",0,0,0
"Met",0,0,0
"Capza2",0,0,0
"St7",0,0,0
"Wnt2",0,0,0.0563803089354132
"Cttnbp2",0,NA,0
"Lsm8",0,0,0
"Tspan12",0,0,0.0325683560959592
"Gm30270",0,NA,0
"Ing3",0,0,0
"Cped1",0,0,0
"Fam3c",0,0,0
"Aass",0,0,0
"Cadps2",0,0,0
"Ndufa5",0.0434316688804113,0,0
"Wasl",0,0,0
"Tmem229a",0,NA,0
"Pot1a",0,0,0
"Grm8",0,NA,0
"Zfp800",0,0,0
"Gcc1",0,0,0
"Arf5",0,0,0.0170415435594372
"Snd1",0,0,0
"Rbm28",0,0,0
"Impdh1",0,0,0
"Hilpda",0,0,0
"Fam71f2",0,NA,0
"Calu",0,0,0
"Opn1sw",0,NA,0
"Atp6v1f",0,0,0
"Kcp",0,0,0
"Irf5",0.0196148484185079,0,0
"Tnpo3",0,0,0
"Tspan33",0.0302938287863029,0,0
"Smo",0,0,0
"Ahcyl2",0,0,0
"Smkr.ps",0,NA,0
"Nrf1",0,0,0
"Ube2h",0,0,0
"Zc3hc1",0,0,0
"Klhdc10",0,0,0
"X1700012C14Rik",0,NA,0
"Tmem209",0,0,0
"Ssmem1",0,NA,0
"Cep41",0,0,0
"Mest",0,0,0
"Copg2",0,0,0
"Lncpint",0,NA,0
"Mkln1os",0,NA,0
"Mkln1",0,0,0
"Podxl",0,0,0
"Plxna4",0,0,0
"Plxna4os1",0,0,0
"Chchd3",0,0,0
"Exoc4",0,0,0
"Slc35b4",0,0,0
"Akr1b3",0,0,0
"Akr1b8",0,0,0
"Akr1b10",0,0,0
"Akr1b7",0,NA,0
"Bpgm",0,0,0
"Cald1",0,0,0
"Agbl3",0,0,0
"Tmem140",0,0,0.0281958350187996
"X3110062M04Rik",0,0,0
"Wdr91",0,0,0
"Cnot4",0,0,0
"Nup205",0,0,0
"X1810058I24Rik",0,0,0.46047894329794
"Slc13a4",0,NA,0
"Fam180a",0,0,0
"Mtpn",0,0,0
"Creb3l2",0,0,0
"Akr1d1",0,0,0.0252297988508955
"Trim24",0,0,0
"D630045J12Rik",0,0,0
"Zc3hav1l",0,NA,0
"Zc3hav1",0,0,0
"Ttc26",0,NA,0
"Ubn2",0,0,0
"Fmc1",0,0,0
"Luc7l2",0,0,0
"Hipk2",0,0,0
"Tbxas1",0,0,0
"Parp12",0,0,0
"X4930599N23Rik",0,NA,0
"Kdm7a",0,0,0
"Slc37a3",0,0,0
"Rab19",0,NA,0
"Mkrn1",0,0,0
"Gm10244",0,NA,0
"Dennd2a",0,0,0
"Adck2",0,0,0
"Ndufb2",0,0,0
"Braf",0,0,0
"Mrps33",0,0,0
"Agk",0,0,0
"E330009J07Rik",0,0,0
"Ssbp1",0,0,0
"Mgam",0,0,0
"Trbc1",0,0,0
"Trbc2",0,0,0
"Ephb6",0,NA,0
"Gstk1",0,0,0.0185711978653239
"Tmem139",0,NA,0
"Casp2",0,0,0
"Zyx",0,0,0
"Epha1",0,0,0
"X2010310C07Rik",0,NA,0
"Tcaf2",0,NA,0
"Tcaf1",0,0,0
"Arhgef5",0,0,0
"Tpk1",0,0,0
"Cul1",0,0,0
"Ezh2",0,0,0
"Pdia4",0,0,0
"Zfp786",0,NA,0
"Zfp398",0,0,0
"Zfp282",0,0,0
"Zfp212",0,0,0
"Zfp956",0,0,0
"Zfp777",0,0,0
"Zfp746",0,0,0
"Gm44696",0,NA,0
"Krba1",0,0,0
"Zfp467",0,0,0
"Sspo",0,NA,0
"Atp6v0e2",0,0,0
"Lrrc61",0,0,0
"Rarres2",0.0158698923592438,0,0
"Repin1",0,0,0
"Zfp775",0,0,0
"Gimap8",0,0,0
"Gimap9",0,0,0
"Gimap4",0,0,0
"Gimap6",0,0,0
"Gimap7",0,NA,0
"Gimap1",0,0,0
"Gimap5",0,0,0
"X4833403J16Rik",0,NA,0
"Gimap3",0,0,0
"Tmem176b",0,0,0
"Tmem176a",0,0,0.0125879006936517
"Malsu1",0,0,0
"Igf2bp3",0,0,0
"Tra2a",0,0,0
"Ccdc126",0,0,0
"Fam221a",0,0,0
"Mpp6",0,0,0
"Gsdme",0,0,0
"Osbpl3",0,NA,0
"Cycs",0.0866989188621309,0,0
"X5430402O13Rik",0,0,0
"X4921507P07Rik",0,NA,0
"X0610033M10Rik",0,NA,0
"Nfe2l3",0,NA,0
"Hnrnpa2b1",0,0,0
"Cbx3",0,0,0
"Snx10",0,0,0
"Skap2",0,0,0
"Hoxa1",0,NA,0
"Hotairm1",0,0,0
"Hoxa2",0,NA,0
"Hoxa3",0,NA,0
"Gm15050",0,NA,0
"Hoxaas3",0,NA,0
"Hoxa4",0,NA,0
"Hoxa5",0,NA,0
"Hibadh",0,0,0.137393861375501
"Tax1bp1",0,0,0
"Jazf1",0,NA,0
"Creb5",0,NA,0
"Tril",0,NA,0
"Chn2",0,0,0
"Wipf3",0,0,0
"Fkbp14",0,0,0
"Plekha8",0,0,0
"Mturn",0,0,0
"Znrf2",0.0122142600299285,0,0
"Nod1",0,0,0
"Ggct",0,0,0
"Gars",0,0,0
"Crhr2",0,NA,0
"Inmt",0,0,0.354565439133027
"Mindy4",0,0,0
"Aqp1",0,0,0
"Adcyap1r1",0,NA,0
"Pde1c",0,NA,0
"Lsm5",0,0,0
"Avl9",0,0,0
"Kbtbd2",0,0,0
"Fkbp9",0,0,0
"Nt5c3",0,0,0
"Vmn1r4",0,NA,0
"Vmn1r12",0,NA,0
"Vmn1r13",0,0,0
"Ppm1k",0,0,0.0347373045986457
"Herc6",0,0,0
"Pyurf",0,0,0
"Lancl2",0,0,0
"Vopp1",0,0,0
"Abcg2",0,0,0.0833835949526999
"Herc3",0,0,0
"Nap1l5",0,NA,0
"Fam13a",0,0,0
"Tigd2",0,0,0
"Gprin3",0,0,0
"Snca",0,NA,0
"Mmrn1",0,0,0
"Smarcad1",0,0,0
"Hpgds",0,NA,0
"Prdm5",0,NA,0
"Mad2l1",0,0,0
"Gng12",0,0,0
"Gadd45a",0,0,0
"Serbp1",0,0,0
"Igkc",0,0,0
"Rpia",0,0,0
"Eif2ak3",0,0,0
"Thnsl2",0,0,0.0185245344042257
"Gm44427",0,NA,0
"Fabp1",0.0236545077224456,0.0123488824229924,0
"Smyd1",0,0,0
"Krcc1",0,0,0
"Cd8b1",0,NA,0
"Cd8a",0,0,0
"Rmnd5a",0,0,0
"Rnf103",0,0,0
"Chmp3",0,0,0
"Kdm3a",0,0,0
"Reep1",0,NA,0
"Mrpl35",0,0,0
"Immt",0,0,0.0145607304003015
"Ptcd3",0,0,0
"Polr1a",0,0,0
"St3gal5",0.078537791238645,0,0
"Gm38832",0,0,0
"Atoh8",0,0,0
"Usp39",0,0,0
"Gm45051",0,0,0
"X0610030E20Rik",0,0,0
"Tmem150a",0,0,0
"Rnf181",0,0,0
"Vamp5",0,0,0
"Vamp8",0,0,0
"Ggcx",0,0,0
"Mat2a",0,0,0
"Capg",0,0,0
"Elmod3",0,0,0
"Retsat",0,0,0
"Tgoln1",0,0,0
"Tcf7l1",0.0108196891925275,0,0
"Gm15401",0,0,0
"Kcmf1",0,0,0
"Tmsb10",0,0,0
"Suclg1",0,0,0
"Gm9008",0,NA,0
"Gcfc2",0,0,0
"Mrpl19",0,0,0
"Gm44202",0,NA,0
"Eva1a",0,0,0
"Pole4",0,0,0
"Hk2",0,NA,0
"Gm38843",0,NA,0
"Sema4f",0,NA,0
"Dok1",0,0,0
"Loxl3",0,0,0
"Htra2",0,0,0
"Aup1",0,0,0
"Dqx1",0,NA,0
"Pcgf1",0,0,0
"Lbx2",0,NA,0
"Ccdc142os",0,0,0
"Mrpl53",0,0,0
"Mogs",0,0,0
"Wbp1",0,0,0
"Ino80b",0,0,0
"Rtkn",0,0,0
"Wdr54",0,0,0
"X1700003E16Rik",0,0,0
"Dctn1",0,0,0
"Mthfd2",0,0,0
"Mob1a",0,0,0
"Bola3",0,0,0
"Tet3",0,0,0
"Dguok",0,0,0
"Actg2",0,0,0
"Stambp",0,0,0
"Clec4f",0.0327504418993835,0.0156134487983884,0
"Cd207",0,0,0
"Tex261",0,0,0
"Nagk",0,0,0
"Paip2b",0,0,0
"Zfp638",0,0,0
"Dysf",0,0,0
"Cyp26b1",0,0,0
"Exoc6b",0,0,0
"Spr",0,0,0
"Sfxn5",0,0,0
"Rab11fip5",0,NA,0
"Smyd5",0,0,0
"Pradc1",0,0,0
"Cct7",0,0,0
"Alms1",0,0,0
"Nat8f6",0,NA,0
"Nat8f5",0,0,0.0310178525571098
"Nat8",0,0,0.0139181331332671
"Nat8f2",0,0.0241685083527382,0.219502105515848
"Nat8f4",0,0,0
"Nat8f1",0.0712203932365295,0,0
"Tprkb",0,0,0
"Dusp11",0,0,0
"Tgfa",0,0,0.0108369392346253
"Fam136a",0,0,0
"Snrpg",0,0,0
"Pcyox1",0,0,0
"Tia1",0,0,0
"C87436",0,0,0
"X2310040G24Rik",0,0,0
"Gm43936",0,0,0
"Gm44386",0,NA,0
"Pcbp1",0,0,0
"X1600020E01Rik",0,0,0
"Asprv1",0,NA,0
"Mxd1",0,0,0
"Snrnp27",0,0,0
"Gmcl1",0,0,0
"Gm44036",0,NA,0
"Anxa4",0,0,0
"Aak1",0,0,0
"Nfu1",0,0,0
"Gfpt1",0,0,0
"Antxr1",0,NA,0
"Bmp10",0,0,0
"Arhgap25",0,0,0
"Aplf",0,0,0
"Rab43",0,0,0
"Isy1",0,0,0
"Cnbp",0,0,0
"Copg1",0,0,0
"Hmces",0,0,0
"H1fx",0,0,0
"Rab7",0,0,0
"Rpn1",0,0,0
"Gata2",0,NA,0
"Eefsec",0,0,0
"Ruvbl1",0,0,0
"Sec61a1",0,0,0
"Gm44170",0,NA,0
"Kbtbd12",0,0,0
"Gm26588",0,0,0
"Mgll",0,0,0
"Abtb1",0,0,0.0123687610492851
"Podxl2",0,NA,0
"Mcm2",0,0,0
"Tpra1",0,0,0
"Gm839",0,0,0
"Plxna1",0,0,0
"Chchd6",0,0,0
"Txnrd3",0,0,0
"Chst13",0,0,0
"Uroc1",0.089939541083724,0,0
"Zxdc",0,0,0
"Cfap100",0,NA,0
"Gm44117",0,NA,0
"Klf15",0,0,0
"Gm44421",0,0,0
"Aldh1l1",0.0277144063993749,0,0
"Gm15756",0,NA,0
"Slc41a3",0,0,0
"Iqsec1",0,0,0
"Nup210",0,0,0
"Hdac11",0,0,0
"Fbln2",0,0,0
"X1810044D09Rik",0,0,0
"Chchd4",0,0,0
"Tmem43",0,0,0
"Xpc",0,0,0
"Lsm3",0,0,0
"Slc6a6",0,0,0
"Ccdc174",0,0,0
"Fgd5",0,0,0
"Nr2c2",0,0,0
"Mrps25",0,0,0
"Rbsn",0,0,0
"Prickle2",0,0,0
"Adamts9",0,0,0
"X9530026P05Rik",0,NA,0
"Magi1",0,0,0
"Slc25a26",0,0,0
"Lrig1",0,0,0
"Kbtbd8",0,NA,0
"Suclg2",0,0,0
"Eogt",0,0,0
"Tmf1",0,0,0
"Uba3",0,0,0
"Arl6ip5",0,0,0
"Lmod3",0,NA,0
"Frmd4b",0.0186459484055895,0,0
"Mitf",0,0,0
"Gm765",0,NA,0
"Foxp1",0,0,0
"Eif4e3",0,0,0
"Gpr27",0,NA,0
"Rybp",0,0,0
"Shq1",0,0,0
"Ppp4r2",0,0,0
"Pdzrn3",0,0,0.0114430110920388
"Trnt1",0,0,0
"Crbn",0,0,0
"Setmar",0,0,0
"Sumf1",0,0,0
"Itpr1",0,0,0
"X0610040F04Rik",0,NA,0
"Bhlhe40",0,0,0
"Arl8b",0,0,0.0131506058222853
"Edem1",0,0,0
"Lmcd1",0,0,0
"Rad18",0,NA,0
"Srgap3",0,NA,0
"Thumpd3",0,0,0
"Gt.ROSA.26Sor",0,0,0
"Setd5",0,0,0
"Mtmr14",0,0,0
"Brpf1",0,0,0
"Gm15492",0,0,0
"Ogg1",0,0,0
"Camk1",0,0,0
"Tada3",0,0,0
"Arpc4",0,0,0
"Ttll3",0,NA,0
"Rpusd3",0,0,0
"Cidec",0,0,0
"Jagn1",0,0,0.014296715884712
"Il17re",0,NA,0
"Il17rc",0,0,0
"Creld1",0,0,0.0126770174403132
"Emc3",0,0,0
"Fancd2",0,NA,0
"Brk1",0,0,0
"Vhl",0,0,0
"X1700015O11Rik",0,NA,0
"Irak2",0,0,0
"Tatdn2",0,0,0
"Gm26982",0,0,0
"Sec13",0,0,0
"Atp2b2",0,NA,0
"Hrh1",0,NA,0
"Atg7",0,0,0.0126968602831083
"Vgll4",0,NA,0
"Tamm41",0,0,0
"Pparg",0,0,0.0494026335091596
"Tsen2",0,0,0
"Mkrn2os",0,0,0
"Mkrn2",0,0,0
"Raf1",0,0,0
"Cand2",0,0,0
"Rpl32",0,0,0.109763063687369
"Efcab12",0,NA,0
"Mbd4",0,NA,0
"Ift122",0,0,0
"Plxnd1",0,0,0
"Tmcc1",0,0,0
"Washc2",0,0,0
"Zfand4",0,0,0
"March8",0,0,0
"Zfp422",0,0,0
"Rassf4",0,0,0
"X8430408G22Rik",0,0,0
"Cxcl12",0,0,0
"Gm45083",0,0,0
"Zfp637",0,0,0
"Zfp239",0,NA,0
"Hnrnpf",0,0,0
"Csgalnact2",0,0,0
"Bms1",0,0,0
"Zfp248",0,NA,0
"Zfp9",0,0,0
"Ankrd26",0,0,0
"Dcp1b",0,0,0
"Adipor2",0,0,0
"Wnt5b",0,0,0
"Fbxl14",0,0,0
"Erc1",0,0,0
"Rad52",0,0,0
"Wnk1",0,0,0
"Ccdc77",0,0,0
"Kdm5a",0,0,0
"Il17ra",0,0,0
"Hdhd5",0,0,0
"Cecr2",0,0,0
"Atp6v1e1",0,0,0
"Bcl2l13",0,0,0
"Bid",0,0,0
"Mical3",0,0,0
"Pex26",0,0,0
"Tuba8",0,0,0.0561109513361066
"Usp18",0,0,0
"Gm44148",0,0,0
"Slc6a13",0,0,0
"Slc6a12",0,0,0.0141019765910972
"A2m",0,NA,0
"Gm7298",0,NA,0
"Mug1",0,0.0118657050310882,0.285208415510609
"Mug2",0.217734507710065,0.0371042360486875,0
"M6pr",0,0,0
"Phc1",0,NA,0
"Rimklb",0,NA,0
"Apobec1",0,0,0
"Dppa3",0,NA,0
"Slc2a3",0,NA,0
"Foxj2",0,0,0
"C3ar1",0,0,0
"Necap1",0,0,0
"Clec4a1",0,0,0
"Clec4a3",0,0,0
"Clec4b1",0,0,0
"Clec4a2",0,0,0
"Clec4n",0,0,0
"Clec4d",0,0,0
"Gm43971",0,NA,0
"Cd163",0.0109307310426537,0,0
"Pex5",0,0,0
"Clstn3",0,0,0.0229247430894175
"Gm44096",0,0,0
"C1rl",0,0,0
"C1ra",0,0,0
"C1s1",0,0,0
"Gm16567",0,0,0
"Lpcat3",0,0,0
"Emg1",0,0,0
"Phb2",0,0,0
"Ptpn6",0,0,0
"Grcc10",0,0,0
"Atn1",0,0,0
"Eno2",0,NA,0
"Spsb2",0,0,0
"Tpi1",0.0344671995404355,0,0
"Usp5",0,0,0
"Cdca3",0,0,0
"P3h3",0,0,0
"Gpr162",0,0,0
"Cd4",0,NA,0
"Lag3",0,NA,0
"Ptms",0,0,0
"A230083G16Rik",0,NA,0
"Mlf2",0,0,0
"Cops7a",0,0,0
"Pianp",0,NA,0
"Zfp384",0,0,0
"Ing4",0,0,0
"Acrbp",0,0,0
"Chd4",0,0,0
"Nop2",0,0,0.0111936960375544
"Iffo1",0,0,0
"Gapdh",0.324605002125298,0,0
"Ncapd2",0,0,0
"Mrpl51",0,0,0
"Vamp1",0,0,0
"Tapbpl",0,0,0
"Cd27",0,NA,0
"Ltbr",0,0,0
"Scnn1a",0,0,0
"Tnfrsf1a",0,0,0
"Plekhg6",0,0,0
"Cd9",0,0,0
"Vwf",0,0,0
"Ntf3",0,NA,0
"Ndufa9",0,0,0
"Rad51ap1",0,NA,0
"D6Wsu163e",0,0,0
"Tigar",0,0,0
"Ccnd2",0,0,0
"Parp11",0,0,0
"Cracr2a",0,NA,0
"Tspan9",0,0,0
"X9330102E08Rik",0,NA,0
"Gm10010",0,NA,0
"Tead4",0,NA,0
"Tulp3",0,0,0
"Rhno1",0,0,0
"Foxm1",0,0,0
"Itfg2",0,0,0
"Fkbp4",0,0,0
"Gm10069",0,NA,0
"Pzp",0,0,0
"A2ml1",0,0,0.0114826409772331
"Klrb1a",0,NA,0
"Clec2h",0.244701122324344,0,0
"Klrb1c",0,0,0
"Gm44066",0,NA,0
"BC035044",0,NA,0
"Clec2i",0,NA,0
"Clec2d",0,0,0
"X2310001H17Rik",0,0,0
"Cd69",0,NA,0
"Clec12a",0,0,0
"Clec1b",0,0,0
"Clec9a",0,0,0
"Clec1a",0,0,0
"Gabarapl1",0,0,0.0431048811530328
"Klre1",0,0,0
"Klrd1",0,0,0
"Klrk1",0,0,0
"Klrc1",0,NA,0
"Klri2",0,NA,0
"Klra17",0,NA,0
"Klra4",0,NA,0
"Klra8",0,NA,0
"Klra9",0,NA,0
"Klra2",0,0,0
"Magohb",0,0,0
"Ybx3",0,0,0
"Smim10l1",0,0,0
"Etv6",0,0,0
"Gm17088",0,0,0
"Bcl2l14",0,0,0
"Lrp6",0,0,0
"Gm38910",0,NA,0
"Mansc1",0,NA,0
"Borcs5",0,0,0
"Dusp16",0,0,0
"Crebl2",0,0,0
"Gpr19",0,0,0
"X2810454H06Rik",0,NA,0
"Cdkn1b",0,0,0
"Lockd",0,0,0
"Apold1",0,NA,0
"Ddx47",0,0,0
"Hebp1",0,0,0.0335592004931279
"Fam234b",0,0,0
"Gsg1",0,NA,0
"Emp1",0,0,0
"Atf7ip",0,0,0
"Plbd1",0,0,0.176608833048871
"Gucy2c",0,NA,0
"Hist4h4",0,NA,0
"H2afj",0,0,0
"Wbp11",0,0,0
"BC049715",0,NA,0
"Art4",0,0,0
"Mgp",0.0217816659442492,0,0
"Erp27",0,NA,0
"Arhgdib",0,0,0
"Rerg",0,0,0
"Ptpro",0,NA,0
"Eps8",0,0,0
"Strap",0,0,0
"Dera",0,0,0.015968319830152
"Slc15a5",0,0,0
"Mgst1",0,0,0.696678604272422
"Pik3c2g",0,0,0
"Plekha5",0,0,0
"Aebp2",0,0,0
"Gm28523",0,NA,0
"Pde3a",0,0,0
"Slco1c1",0,NA,0
"Slco1b2",0,0,0.68542929059977
"Slco1a4",0,0,0.0106548233740878
"Gm30784",0,0,0
"Slco1a1",0,0,0.203017632743949
"Gm6614",0,NA,0
"Pyroxd1",0,0,0
"Recql",0,0,0
"Golt1b",0,0,0
"Spx",0,NA,0
"Gys2",0.038956393462209,0,0
"Ldhb",0,0,0
"Kcnj8",0,0,0.011310821815389
"Abcc9",0,0,0.0214858052833437
"Cmas",0,0,0.0117578694196676
"C2cd5",0,0,0
"Etnk1",0,0,0
"Sox5",0,0,0
"Sox5os4",0,0,0
"Lrmp",0,0,0
"Casc1",0,NA,0
"Etfrf1",0,0,0
"Kras",0,0,0
"Gm15706",0,0,0
"Rassf8",0,0,0
"Bhlhe41",0,0,0
"Sspn",0,NA,0
"Itpr2",0,0,0
"Ints13",0,0,0
"Fgfr1op2",0,0,0
"Tm7sf3",0,0,0
"Med21",0,0,0
"Stk38l",0,0,0
"Arntl2",0,NA,0
"Ppfibp1",0,0,0
"Rep15",0,NA,0
"Mrps35",0,0,0
"Klhl42",0,0,0
"Ccdc91",0,0,0
"Ergic2",0,0,0
"Tmtc1",0,NA,0
"Ipo8",0,0,0
"Caprin2",0,NA,0
"Fam60a",0,NA,0
"X3010003L21Rik",0,0,0
"Dennd5b",0,0,0
"Gm26540",0,NA,0
"Etfbkmt",0,0,0
"Amn1",0,0,0
"X2810474O19Rik",0,0,0
"Nlrp12",0,0,0
"Myadm",0,0,0
"Prkcg",0,NA,0
"Ndufa3",0,0,0
"Tfpt",0,0,0
"Prpf31",0,0,0
"Cnot3",0,0,0
"Leng1",0,0,0
"Tmc4",0,0,0
"Mboat7",0,0,0
"Tsen34",0,0,0
"Rps9",0,0,0.018543280630374
"Pirb",0,0,0
"Gm15448",0,NA,0
"Pira2",0,0,0
"Lilra6",0,NA,0
"Lair1",0,0,0
"Ttyh1",0,0,0
"Leng8",0,0,0
